title,description,date,opponent,score,subject,location (city),location (stadium),latitude,longitude,cost,source,identifier,relation,rights,standardized rights,type,format,language,date digital,digitization specifications,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,image link,contentdm file path,object-id
"Football Program. Idaho - University of Montana, 10/28/1933, MacLean Field, Moscow (Idaho)","Official souvenir program of the Idaho - University of Montana football game, Saturday, October 28, 1933, MacLean Field, Moscow (Idaho). Pacific Coast Conference Game. Cover depicts a football player running in the top right corner, and in the bottom left there is a player running with the ball about to be tackled.",1933-10-28,University of Montana,12-6,Montana; Idaho; Pacific Coast Conference Game; 1933,Moscow (Idaho),MacLean Field,46.725581,-117.013074,,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mt.ID.10.28.33,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/78,78,32.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=78&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=3778&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/32.jp2,football78
"Football Program. Idaho - University of Montana, 10/28/1939, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Montana football game, Saturday, October 28, 1933, Neale Stadium, Moscow (Idaho). Homecoming game. Cover depicts a male cartoon character kissing a lady cartoon character's hand.",1933-10-28,University of Montana,0-13,Montana; Idaho; Homecoming; 1939,Moscow (Idaho),Neale Stadium,46.726433,-117.015851,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mt.ID.10.28.39,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/79,79,33.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=79&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6879&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/33.jp2,football79
"Football Program. Idaho - University of Montana, 11/02/1957, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Montana football game, Saturday,November 2, 1957, Neale Stadium, Moscow (Idaho). Cover depicts two football players who ran for the ball, and the one with the red jersey caught it and is preparing to secure the ball.",1957-11-02,University of Montana,31-13,Montana; Idaho; 1957,Moscow (Idaho),Neale Stadium,46.726453,-117.015871,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mt.ID.11.2.57,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/80,80,34.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=80&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=6980&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/34.jp2,football80
"Football Program. Idaho - University of Montana, 11/12/1966, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Montana football game, Saturday, November 12, 1966, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a football player in a blue uniform running with a football.",1966-11-12,University of Montana,40-6,Montana; Idaho; Dad's Day; 1966,Moscow (Idaho),Neale Stadium,46.726473,-117.015891,$0.50,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mt.ID.11.12.66,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/81,81,35.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=81&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7081&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/35.jp2,football81
"Football Program. Idaho - University of Montana, 11/19/1955, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Montana football game, Tuesday, November 19, 1955, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a cartoon kid in a red football uniform with a dog sitting next to him on a front step, facing the door to go home.",1955-11-19,University of Montana,31-0,Montana; Idaho; Dad's Day; 1955,Moscow (Idaho),Neale Stadium,46.726493,-117.015911,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mt.ID.11.19.55,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/82,82,36.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=82&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7182&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/36.jp2,football82
"Football Program. Idaho - University of Montana, 01/01/1937, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Montana football game, Saturday, November 19, 1955, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a football player standing proud in a blue jersey at the forefront and other football players tackling each other in the background behind him.",11/19/1955,University of Montana,6-0,Montana; Idaho; Dad's Day; 1937,Moscow (Idaho),Neale Stadium,46.726513,-117.015931,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mt.ID.1937,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/83,83,37.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=83&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7283&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/37.jp2,football83
"Football Program. Idaho Frosh - University of Montana Frosh, 01/01/1955, Silverton Memorial Field, Wallace (Idaho)","Official souvenir program of the Idaho Frosh - University of Montana Frosh football game,Saturday, Ocotber 29,1955, Silverton Memorial Field, Wallace (Idaho). Idaho Frosh, Montana Frosh. Cover depicts a picture of a football player punting a football.",1955-10-29,University of Montana Frosh,31-0,Montana; Idaho; Idaho Frosh; Montana Frosh; 1955,Wallace (Idaho),Silverton Memorial Field,47.474095,-115.927939,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mt.ID.frosh.1955,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/84,84,38.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=84&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=12684&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/38.jp2,football84
"Football Program. Idaho - Montana State University, 09/30/1939, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Montana football game, Saturday, September 30, 1939, Neale Stadium, Moscow (Idaho).  Dad's Day. Cover depicts a picture of a dad pointing to and talking about a posture of a large football player to his son for Dad's day.",1939-09-30,Montana State University,7-6,Montana State; Idaho; Dad's Day; 1939,Moscow (Idaho),Neale Stadium,46.726533,-117.015951,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mts.ID.9.30.39,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/85,85,39.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=85&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7385&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/39.jp2,football85
"Football Program. Idaho - University of Arizona, 11/03/1962, Arizona Stadium, Tucson (Arizona)","Official souvenir program of the Idaho - University of Arizona football game, Saturday, November 03, 1962, Arizona Stadium, Tucson (Arizona). High School Senior Day.  Cover depicts pictures of football players, marching band, cheerleaders, stadium, and homecoming royalty.",1962-11-03,University of Arizona,14-12,University of Arizona; Idaho; John Goetz; 1962,Tucson (Arizona),Arizona Stadium,32.228758,-110.948704,$0.50,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",AZ.id.11.3.62,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/86,86,4.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=86&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=386&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/4.jp2,football86
"Football Program. Idaho - Montana State University, 09/30/1950, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - Montana State University football game, Saturday, September 30, 1950, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a play written out and a football player running it.",1950-09-30,Montana State University,27-28,Montana State; Idaho; 1950,Moscow (Idaho),Neale Stadium,46.726553,-117.015971,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mts.ID.9.30.50,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/87,87,40.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=87&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7487&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/40.jp2,football87
"Football Program. Idaho -University of Montana, 10/06/1962, Dornblaser Field, Missoula (Montana)","Official souvenir program of the Idaho - University of Montana football game, Saturday, October 6, 1962 , Dornblaser Field, Missoula (Montana). Homecoming. Cover depicts a picture of a football player with stiff arm extended, reaching for something.",1962-10-06,University of Montana,16-22,Montana; Idaho; Homecoming; 1962,Missoula (Montana),Dornblaser Field,46.860703,-113.981859,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",MTS.id.10.6.62,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/88,88,41.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=88&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=2788&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/41.jp2,football88
"Football Program. Idaho - Montana State University, 10/20/1962, Gatton Field, Bozeman (Montana)","Official souvenir program of the Idaho - Montana State University football game, Saturday, October 20, 1962, Gatton Field, Bozeman (Montana). Homecoming. Cover depicts a picture of a whole team in the base of a huddle.",1962-10-20,Montana State University,15-33,Montana State; Idaho; Homecoming; 1962,Bozeman (Montana),Gatton Field,45.664489,-111.048372,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",MTS.id.10.20.62,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/89,89,42.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=89&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=2889&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/42.jp2,football89
"Football Program. Idaho - Montana State University, 11/06/1948, Boise (Idaho)","Official souvenir program of the Idaho - Montana State University football game, Saturday, November 6, 1948,Boise (ID). Cover depicts a picture of a cartoon football player in a yellow uniform getting tackled by football players in a red uniform after a faking having the ball, while his teammate who really has the ball makes a touchdown behind him.",1948-11-06,Montana State University,28-12,Montana; Idaho; 1948,Boise (Idaho),Bronco Stadium,43.602778,-116.195873,,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mts. ID.11.6.48,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/90,90,43.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=90&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1490&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/43.jp2,football90
"Football Program. Idaho - Montana State University, 10/29/1938, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - Montana State University football game, Saturday, October 29, 1938, Neale Stadium, Moscow (Idaho).  Homecoming. Cover depicts a picture of a very young player completely missing a punt and falling backwards.",1938-10-29,Montana State University,19-6,Montana; Idaho; Homecoming; 1938,Moscow (Idaho),Neale Stadium,46.726573,-117.015991,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",MTS.id.10.29.38,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/91,91,44.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=91&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7591&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/44.jp2,football91
"Football Program. Idaho - Montana State University, 11/08/1952, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - Montana State University football game, Saturday, November 08, 1952, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a football player in a red uniform carrying a football.",1952-11-08,Montana State University,27-0,Montana; Idaho; 1952,Moscow (Idaho),Neale Stadium,46.726593,-117.016011,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mts.ID.11.8.52,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/92,92,45.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=92&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7692&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/45.jp2,football92
"Football Program. Idaho - North Dakota State, 11/20/1965, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - Montana State University football game, Saturday, November 20, 1965, Neale Stadium, Moscow (Idaho). Cover depicts a picture of two football players in white uniforms and one in a blue uniform about to tackle the player with the ball.",1965-11-20,Montana State University,54-0,Montana; Idaho; 1965,Moscow (Idaho),Neale Stadium,46.726613,-117.016031,$0.50,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",mts.ID.11.20.65,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/93,93,46.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=93&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7793&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/46.jp2,football93
"Football Program. Idaho - North Dakota Agricultural College, 11/13/1954, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - North Dakota State University football game, Saturday, November 13, 1954, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a football player in white uniform who has punted the ball, with his teammate defending him with a tackle as an opponent tries to interfere.",1954-11-13,North Dakota State,45-0,North Dakota; Idaho; Dad's Day; 1954,Moscow (Idaho),Neale Stadium,46.726633,-117.016051,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",ndk.ID.11.13.54,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/94,94,47.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=94&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7894&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/47.jp2,football94
"Football Program. Idaho - North Dakota State College, 10/08/1938, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - North Dakota State football game, Saturday, October 8, 1938, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a very young football player running with a ball alongside a dog.",1938-10-08,North Dakota Agricultural College,27-0,North Dakota; Idaho; 1938,Moscow (Idaho),Neale Stadium,46.726653,-117.016071,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",nds.ID.10.8.38,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/95,95,48.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=95&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=7995&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/48.jp2,football95
